month,ncb,programme,holdings_eur_m
2021-05-01,SK,PEPP,6382
2021-06-01,SK,PEPP,6580
2021-07-01,SK,PEPP,6704
2021-08-01,SK,PEPP,6827
2021-09-01,SK,PEPP,6889
2021-10-01,SK,PEPP,7170
2021-11-01,SK,PEPP,7259
2021-12-01,SK,PEPP,7406
2022-01-01,SK,PEPP,7602
2022-02-01,SK,PEPP,7789
2022-03-01,SK,PEPP,7964
2022-04-01,SK,PEPP,7964
2022-05-01,SK,PEPP,7964
2022-06-01,SK,PEPP,7964
2022-07-01,SK,PEPP,7964
2022-08-01,SK,PEPP,7964
2022-09-01,SK,PEPP,7964
2022-10-01,SK,PEPP,7964
2022-11-01,SK,PEPP,7964
2022-12-01,SK,PEPP,7964
2023-01-01,SK,PEPP,8029
2023-02-01,SK,PEPP,7760
2023-03-01,SK,PEPP,7838
2023-04-01,SK,PEPP,7870
2023-05-01,SK,PEPP,7917
2023-06-01,SK,PEPP,7944
2023-07-01,SK,PEPP,7982
2023-08-01,SK,PEPP,8022
2023-09-01,SK,PEPP,8039
2023-10-01,SK,PEPP,8090
2023-11-01,SK,PEPP,7868
2023-12-01,SK,PEPP,7886
2024-01-01,SK,PEPP,7946
2024-02-01,SK,PEPP,7994
2024-03-01,SK,PEPP,8043
2024-04-01,SK,PEPP,8092
2024-05-01,SK,PEPP,8155
2024-06-01,SK,PEPP,7887
2024-07-01,SK,PEPP,7917
2024-08-01,SK,PEPP,7927
2024-09-01,SK,PEPP,7944
2024-10-01,SK,PEPP,7966
2024-11-01,SK,PEPP,7693
2024-12-01,SK,PEPP,7700
2025-01-01,SK,PEPP,7700
2025-02-01,SK,PEPP,7700
2025-03-01,SK,PEPP,7700
2025-04-01,SK,PEPP,7700
2025-05-01,SK,PEPP,7277
2025-06-01,SK,PEPP,7277
2025-07-01,SK,PEPP,7277
2025-08-01,SK,PEPP,7277
2025-09-01,SK,PEPP,7277
2025-10-01,SK,PEPP,7021
2025-11-01,SK,PEPP,7021
2025-12-01,SK,PEPP,7021
2026-01-01,SK,PEPP,7021
2026-02-01,SK,PEPP,6963
2026-03-01,SK,PEPP,6963
2026-04-01,SK,PEPP,6963
2026-05-01,SK,PEPP,6700
2026-06-01,SK,PEPP,6700
2026-07-01,SK,PEPP,6700
2026-08-01,SK,PEPP,6700
