month,ncb,programme,wam_years
2025-05-01,FI,PEPP,6.99
2025-05-01,FR,PEPP,7.0
2025-05-01,GR,PEPP,8.27
2025-05-01,IE,PEPP,8.61
2025-05-01,IT,PEPP,7.21
2025-05-01,LT,PEPP,9.04
2025-05-01,LU,PEPP,5.25
2025-05-01,LV,PEPP,7.16
2025-05-01,MT,PEPP,8.62
2025-05-01,NL,PEPP,7.37
2025-05-01,PT,PEPP,6.76
2025-05-01,SI,PEPP,7.27
2025-05-01,SK,PEPP,7.82
2025-06-01,AT,PEPP,6.55
2025-06-01,BE,PEPP,5.74
2025-06-01,CY,PEPP,7.7
2025-06-01,DE,PEPP,6.76
2025-06-01,EE,PEPP,4.94
2025-06-01,ES,PEPP,6.84
2025-06-01,FI,PEPP,6.9
2025-06-01,FR,PEPP,6.92
2025-06-01,GR,PEPP,8.18
2025-06-01,IE,PEPP,8.52
2025-06-01,IT,PEPP,7.24
2025-06-01,LT,PEPP,8.96
2025-06-01,LU,PEPP,5.16
2025-06-01,LV,PEPP,7.08
2025-06-01,MT,PEPP,8.54
2025-06-01,NL,PEPP,7.28
2025-06-01,PT,PEPP,6.68
2025-06-01,SI,PEPP,7.19
2025-06-01,SK,PEPP,7.74
2025-07-01,AT,PEPP,6.46
2025-07-01,BE,PEPP,5.65
2025-07-01,CY,PEPP,7.62
2025-07-01,DE,PEPP,6.68
2025-07-01,EE,PEPP,4.86
2025-07-01,ES,PEPP,6.94
2025-07-01,FI,PEPP,7.18
2025-07-01,FR,PEPP,6.84
2025-07-01,GR,PEPP,8.1
2025-07-01,IE,PEPP,8.44
2025-07-01,IT,PEPP,7.25
2025-07-01,LT,PEPP,8.87
2025-07-01,LU,PEPP,5.08
2025-07-01,LV,PEPP,7.0
2025-07-01,MT,PEPP,8.86
2025-07-01,NL,PEPP,7.61
2025-07-01,PT,PEPP,6.6
2025-07-01,SI,PEPP,7.63
2025-07-01,SK,PEPP,7.65
2025-08-01,AT,PEPP,6.38
2025-08-01,BE,PEPP,5.57
2025-08-01,CY,PEPP,7.54
2025-08-01,DE,PEPP,6.73
2025-08-01,EE,PEPP,4.77
2025-08-01,ES,PEPP,6.85
2025-08-01,FI,PEPP,7.3
2025-08-01,FR,PEPP,6.75
2025-08-01,GR,PEPP,8.01
2025-08-01,IE,PEPP,8.35
2025-08-01,IT,PEPP,7.25
2025-08-01,LT,PEPP,8.96
2025-08-01,LU,PEPP,4.99
2025-08-01,LV,PEPP,6.91
2025-08-01,MT,PEPP,8.78
2025-08-01,NL,PEPP,7.53
2025-08-01,PT,PEPP,6.51
2025-08-01,SI,PEPP,7.55
2025-08-01,SK,PEPP,7.57
2025-09-01,AT,PEPP,6.31
2025-09-01,BE,PEPP,5.48
2025-09-01,CY,PEPP,7.45
2025-09-01,DE,PEPP,6.72
2025-09-01,EE,PEPP,4.69
2025-09-01,ES,PEPP,6.77
2025-09-01,FI,PEPP,7.53
2025-09-01,FR,PEPP,6.67
2025-09-01,GR,PEPP,7.94
2025-09-01,IE,PEPP,8.27
2025-09-01,IT,PEPP,7.22
2025-09-01,LT,PEPP,8.88
2025-09-01,LU,PEPP,4.91
2025-09-01,LV,PEPP,7.41
2025-09-01,MT,PEPP,8.69
2025-09-01,NL,PEPP,7.46
2025-09-01,PT,PEPP,6.43
2025-09-01,SI,PEPP,7.47
2025-09-01,SK,PEPP,7.49
2025-10-01,AT,PEPP,6.66
2025-10-01,BE,PEPP,5.4
2025-10-01,CY,PEPP,7.37
2025-10-01,DE,PEPP,6.74
2025-10-01,EE,PEPP,4.61
2025-10-01,ES,PEPP,6.88
2025-10-01,FI,PEPP,7.45
2025-10-01,FR,PEPP,6.67
2025-10-01,GR,PEPP,7.86
2025-10-01,IE,PEPP,8.19
2025-10-01,IT,PEPP,7.14
2025-10-01,LT,PEPP,9.24
2025-10-01,LU,PEPP,4.83
2025-10-01,LV,PEPP,7.33
2025-10-01,MT,PEPP,8.61
2025-10-01,NL,PEPP,7.37
2025-10-01,PT,PEPP,6.97
2025-10-01,SI,PEPP,7.38
2025-10-01,SK,PEPP,7.71
2025-11-01,AT,PEPP,6.58
2025-11-01,BE,PEPP,5.32
2025-11-01,CY,PEPP,7.93
2025-11-01,DE,PEPP,6.67
2025-11-01,EE,PEPP,4.53
2025-11-01,ES,PEPP,6.8
2025-11-01,FI,PEPP,7.37
2025-11-01,FR,PEPP,6.76
2025-11-01,GR,PEPP,7.77
2025-11-01,IE,PEPP,8.1
2025-11-01,IT,PEPP,7.15
2025-11-01,LT,PEPP,9.36
2025-11-01,LU,PEPP,4.74
2025-11-01,LV,PEPP,7.24
2025-11-01,MT,PEPP,8.71
2025-11-01,NL,PEPP,7.3
2025-11-01,PT,PEPP,6.89
2025-11-01,SI,PEPP,7.3
2025-11-01,SK,PEPP,7.63
2025-12-01,AT,PEPP,6.5
2025-12-01,BE,PEPP,5.23
2025-12-01,CY,PEPP,7.84
2025-12-01,DE,PEPP,6.62
2025-12-01,EE,PEPP,4.44
2025-12-01,ES,PEPP,6.71
2025-12-01,FI,PEPP,7.28
2025-12-01,FR,PEPP,6.69
2025-12-01,GR,PEPP,7.69
2025-12-01,IE,PEPP,8.02
2025-12-01,IT,PEPP,7.18
2025-12-01,LT,PEPP,9.28
2025-12-01,LU,PEPP,4.66
2025-12-01,LV,PEPP,7.16
2025-12-01,MT,PEPP,8.62
2025-12-01,NL,PEPP,7.21
2025-12-01,PT,PEPP,6.8
2025-12-01,SI,PEPP,7.22
2025-12-01,SK,PEPP,7.55
2026-01-01,AT,PEPP,6.41
2026-01-01,BE,PEPP,5.15
2026-01-01,CY,PEPP,7.76
2026-01-01,DE,PEPP,6.55
2026-01-01,EE,PEPP,4.36
2026-01-01,ES,PEPP,6.79
2026-01-01,FI,PEPP,7.2
2026-01-01,FR,PEPP,6.6
2026-01-01,GR,PEPP,7.6
2026-01-01,IE,PEPP,7.93
2026-01-01,IT,PEPP,7.18
2026-01-01,LT,PEPP,9.42
2026-01-01,LU,PEPP,4.57
2026-01-01,LV,PEPP,7.07
2026-01-01,MT,PEPP,8.54
2026-01-01,NL,PEPP,7.46
2026-01-01,PT,PEPP,6.72
2026-01-01,SI,PEPP,7.13
2026-01-01,SK,PEPP,7.46
2026-02-01,AT,PEPP,6.33
2026-02-01,BE,PEPP,5.07
2026-02-01,CY,PEPP,8.42
2026-02-01,DE,PEPP,6.61
2026-02-01,EE,PEPP,4.28
2026-02-01,ES,PEPP,6.72
2026-02-01,FI,PEPP,7.12
2026-02-01,FR,PEPP,6.77
2026-02-01,GR,PEPP,8.08
2026-02-01,IE,PEPP,7.86
2026-02-01,IT,PEPP,7.22
2026-02-01,LT,PEPP,9.35
2026-02-01,LU,PEPP,4.5
2026-02-01,LV,PEPP,7.0
2026-02-01,MT,PEPP,8.46
2026-02-01,NL,PEPP,7.39
2026-02-01,PT,PEPP,6.64
2026-02-01,SI,PEPP,7.35
2026-02-01,SK,PEPP,7.46
2026-03-01,AT,PEPP,6.61
2026-03-01,BE,PEPP,5.22
2026-03-01,CY,PEPP,8.33
2026-03-01,DE,PEPP,6.61
2026-03-01,EE,PEPP,4.19
2026-03-01,ES,PEPP,6.63
2026-03-01,FI,PEPP,7.04
2026-03-01,FR,PEPP,6.73
2026-03-01,GR,PEPP,7.99
2026-03-01,IE,PEPP,7.77
2026-03-01,IT,PEPP,7.23
2026-03-01,LT,PEPP,9.26
2026-03-01,LU,PEPP,4.41
2026-03-01,LV,PEPP,6.91
2026-03-01,MT,PEPP,8.38
2026-03-01,NL,PEPP,7.3
2026-03-01,PT,PEPP,6.56
2026-03-01,SI,PEPP,7.83
2026-03-01,SK,PEPP,7.37
2026-04-01,AT,PEPP,6.53
2026-04-01,BE,PEPP,5.14
2026-04-01,CY,PEPP,8.25
2026-04-01,DE,PEPP,6.73
2026-04-01,EE,PEPP,4.11
2026-04-01,ES,PEPP,6.73
2026-04-01,FI,PEPP,7.47
2026-04-01,FR,PEPP,6.76
2026-04-01,GR,PEPP,7.91
2026-04-01,IE,PEPP,7.69
2026-04-01,IT,PEPP,7.38
2026-04-01,LT,PEPP,9.18
2026-04-01,LU,PEPP,4.33
2026-04-01,LV,PEPP,6.83
2026-04-01,MT,PEPP,8.3
2026-04-01,NL,PEPP,7.3
2026-04-01,PT,PEPP,6.47
2026-04-01,SI,PEPP,7.75
2026-04-01,SK,PEPP,7.29
2026-05-01,AT,PEPP,6.44
2026-05-01,BE,PEPP,5.07
2026-05-01,CY,PEPP,8.16
2026-05-01,DE,PEPP,6.68
2026-05-01,EE,PEPP,4.03
2026-05-01,ES,PEPP,6.72
2026-05-01,FI,PEPP,7.39
2026-05-01,FR,PEPP,6.94
2026-05-01,GR,PEPP,7.83
2026-05-01,IE,PEPP,8.4
2026-05-01,IT,PEPP,7.3
2026-05-01,LT,PEPP,9.09
2026-05-01,LU,PEPP,4.25
2026-05-01,LV,PEPP,6.75
2026-05-01,MT,PEPP,8.21
2026-05-01,NL,PEPP,7.21
2026-05-01,PT,PEPP,6.39
2026-05-01,SI,PEPP,7.67
2026-05-01,SK,PEPP,7.53
2026-06-01,AT,PEPP,6.36
2026-06-01,BE,PEPP,5.34
2026-06-01,CY,PEPP,8.08
2026-06-01,DE,PEPP,6.65
2026-06-01,EE,PEPP,3.95
2026-06-01,ES,PEPP,6.63
2026-06-01,FI,PEPP,7.3
2026-06-01,FR,PEPP,6.86
2026-06-01,GR,PEPP,7.74
2026-06-01,IE,PEPP,8.31
2026-06-01,IT,PEPP,7.35
2026-06-01,LT,PEPP,9.28
2026-06-01,LU,PEPP,4.16
2026-06-01,LV,PEPP,6.66
2026-06-01,MT,PEPP,8.13
2026-06-01,NL,PEPP,7.13
2026-06-01,PT,PEPP,6.31
2026-06-01,SI,PEPP,7.62
2026-06-01,SK,PEPP,7.45
2026-07-01,AT,PEPP,6.45
2026-07-01,BE,PEPP,5.26
2026-07-01,CY,PEPP,8.0
2026-07-01,DE,PEPP,6.58
2026-07-01,EE,PEPP,3.86
2026-07-01,ES,PEPP,6.75
2026-07-01,FI,PEPP,7.22
2026-07-01,FR,PEPP,6.79
2026-07-01,GR,PEPP,7.91
2026-07-01,IE,PEPP,8.23
2026-07-01,IT,PEPP,7.37
2026-07-01,LT,PEPP,9.2
2026-07-01,LU,PEPP,4.08
2026-07-01,LV,PEPP,6.58
2026-07-01,MT,PEPP,8.29
2026-07-01,NL,PEPP,7.48
2026-07-01,PT,PEPP,6.8
2026-07-01,SI,PEPP,7.53
2026-07-01,SK,PEPP,7.36
2026-08-01,AT,PEPP,6.37
2026-08-01,BE,PEPP,5.17
2026-08-01,CY,PEPP,7.91
2026-08-01,DE,PEPP,6.63
2026-08-01,EE,PEPP,3.78
2026-08-01,ES,PEPP,6.67
2026-08-01,FI,PEPP,7.13
2026-08-01,FR,PEPP,6.7
2026-08-01,GR,PEPP,7.82
2026-08-01,IE,PEPP,8.14
2026-08-01,IT,PEPP,7.41
2026-08-01,LT,PEPP,9.3
2026-08-01,LU,PEPP,3.99
2026-08-01,LV,PEPP,6.49
2026-08-01,MT,PEPP,8.21
2026-08-01,NL,PEPP,7.39
2026-08-01,PT,PEPP,6.71
2026-08-01,SI,PEPP,7.45
2026-08-01,SK,PEPP,7.28
